,Feature,Importance
9549,CHEK1,0.0
9550,CUX1,0.0
9551,OPHN1,0.0
9552,ALMS1,0.0
9553,POLR2J2,0.0
9555,AL358333.1,0.0
9563,PLIN3,0.0
9556,ABCD1,0.0
9557,SETD2,0.0
9559,AP1G2,0.0
9560,ZNF33A,0.0
9561,RP11-45M22.4,0.0
9562,CRTAP,0.0
9507,RP4-758J18.2,0.0
9504,SEH1L,0.0
9584,FGFBP2,0.0
9503,BANK1,0.0
9449,SDHA,0.0
9450,NIT2,0.0
9451,DENND1B,0.0
9452,ACAP3,0.0
9453,NDUFC1,0.0
9454,SCD,0.0
9455,HIST1H1D,0.0
9456,TRBV20-1,0.0
9457,TTC21B,0.0
9458,PDIK1L,0.0
9459,HNRNPAB,0.0
9460,TBL1X,0.0
9461,KDM5D,0.0
9464,DCAF4,0.0
9465,PPP1R16B,0.0
9448,SLC35C2,0.0
9447,CCNB1IP1,0.0
9445,GLCE,0.0
9436,AGAP8,0.0
9430,C1orf186,0.0
9431,GCC2,0.0
9432,GATAD1,0.0
9433,TRIB1,0.0
9434,PDZD11,0.0
9435,TNIP3,0.0
9437,PLCB2,0.0
9444,CHPT1,0.0
9438,PARP4,0.0
9439,DNAJB4,0.0
9440,TOM1L2,0.0
9441,PLEKHF2,0.0
9442,ZFYVE27,0.0
9443,ACTG1,0.0
9466,KLF13,0.0
9467,CCAR1,0.0
9468,TRAK2,0.0
9495,KCNK6,0.0
9488,LENG1,0.0
9489,GTF3C4,0.0
9491,CLEC4A,0.0
9492,BST1,0.0
9493,SSBP4,0.0
9494,AGO4,0.0
9496,NQO2,0.0
9486,PHC2,0.0
9497,USP15,0.0
9498,PRPS1,0.0
9499,RPAP3,0.0
9500,MAP3K5,0.0
9501,ERMARD,0.0
9502,HDDC2,0.0
9487,IFNLR1,0.0
9485,GNL3,0.0
9469,ARPC5L,0.0
9476,CTB-133G6.1,0.0
9470,LARP7,0.0
9471,CCDC47,0.0
9472,SQLE,0.0
9473,CLNK,0.0
9474,ABHD14A-ACY1,0.0
9475,PLEK,0.0
9477,GNPTAB,0.0
9484,PITHD1,0.0
9478,TRIM44,0.0
9479,NR2C2AP,0.0
9480,BAD,0.0
9481,CEP85,0.0
9482,ECHS1,0.0
9483,TPM4,0.0
9583,SLC31A2,0.0
9585,ZRSR1,0.0
9741,ZNF689,0.0
9663,MYCBP2,0.0
9684,SLX1B,0.0
9685,TRAPPC6A,0.0
9686,RRP9,0.0
9687,HKR1,0.0
9688,ZNF543,0.0
9689,ACAD11,0.0
9690,TMEM68,0.0
9691,SNED1,0.0
9692,SART3,0.0
9693,TNFSF13B,0.0
9694,MBIP,0.0
9695,VMA21,0.0
9696,PRMT1,0.0
9697,SUPT4H1,0.0
9698,RPA3-AS1,0.0
9683,RASGRP3,0.0
9682,CNOT6,0.0
9681,TRDV1,0.0
9671,PHF17,0.0
9665,SEMA4D,0.0
9666,DPY30,0.0
9667,FLII,0.0
9668,COX6B1,0.0
9669,SET,0.0
9670,UBE3A,0.0
9672,TRIM28,0.0
9680,PRDM10,0.0
9674,FAM169A,0.0
9675,NRBF2,0.0
9676,FAM73A,0.0
9677,CDK5,0.0
9678,MX2,0.0
9679,AIMP2,0.0
9699,SOD2,0.0
9700,EXOC1,0.0
9701,SLC26A6,0.0
9731,CSF2RB,0.0
9724,CASS4,0.0
9725,GTF2IRD2,0.0
9726,FBXL18,0.0
9727,PPP2CB,0.0
9729,MED25,0.0
9730,HTT,0.0
9732,WDFY4,0.0
9722,VIPAS39,0.0
9733,ADAL,0.0
9735,HEBP2,0.0
9736,TNRC6C,0.0
9737,DNAJC27,0.0
9739,AGPAT5,0.0
9740,GPATCH2,0.0
9723,AC018867.2,0.0
9721,LUC7L,0.0
9702,FAM96A,0.0
9709,CCNDBP1,0.0
9703,ZBP1,0.0
9704,DNAJC25,0.0
9705,NFKBIZ,0.0
9706,AGK,0.0
9707,MYO9A,0.0
9708,MSH6,0.0
9710,PDCD10,0.0
9720,DLD,0.0
9711,TCEANC2,0.0
9712,ALG11,0.0
9713,PHEX,0.0
9714,BACE1,0.0
9718,C20orf196,0.0
9719,CAMKMT,0.0
9664,ADAM17,0.0
9662,GRIP1,0.0
9586,OAT,0.0
9661,ASPM,0.0
9605,MAPKBP1,0.0
9606,TCF7,0.0
9608,GTF2E1,0.0
9610,GLOD4,0.0
9611,EIF2S3,0.0
9612,GCSH,0.0
9614,SLC35A2,0.0
9615,ZBTB43,0.0
9616,LRRK2,0.0
9617,VMAC,0.0
9618,FHL3,0.0
9619,GLRX3,0.0
9620,VGLL4,0.0
9621,CASZ1,0.0
9622,MIER3,0.0
9604,SAP25,0.0
9603,TMEM64,0.0
9602,SNX14,0.0
9593,HAUS7,0.0
9587,DGCR6L,0.0
9588,TIMM17B,0.0
9589,CCDC59,0.0
9590,RNGTT,0.0
9591,MAPK9,0.0
9592,MPDU1,0.0
9594,TFDP1,0.0
9601,RNF181,0.0
9595,POC1B,0.0
9596,ZFAND6,0.0
9597,FAM104A,0.0
9598,CD300E,0.0
9599,DCUN1D5,0.0
9600,MEGF9,0.0
9623,LONRF3,0.0
9624,USP14,0.0
9625,PVRIG,0.0
9652,XRCC3,0.0
9646,PKP4,0.0
9647,SPAG5,0.0
9648,RAP1A,0.0
9649,CEACAM21,0.0
9650,FAM195A,0.0
9651,IL27RA,0.0
9653,DBNDD2,0.0
9644,PDPK1,0.0
9654,FANCD2,0.0
9656,SP2,0.0
9657,ASH2L,0.0
9658,MTHFSD,0.0
9659,CD320,0.0
9660,TRAF3IP3,0.0
9645,CTSD,0.0
9643,NIPA1,0.0
9626,RP11-762I7.5,0.0
9633,SHOC2,0.0
9627,TWF2,0.0
9628,UAP1,0.0
9629,CDK10,0.0
9630,EMC1,0.0
9631,AOAH,0.0
9632,RPA3,0.0
9634,RPA2,0.0
9642,NCEH1,0.0
9635,VAMP4,0.0
9636,TRDC,0.0
9637,UBE2NL,0.0
9639,SP110,0.0
9640,PLIN2,0.0
9641,ACOT9,0.0
8756,LONP2,0.0
8754,TMEM5,0.0
8753,RP11-603J24.9,0.0
7846,ZRANB2,0.0
7868,HECTD4,0.0
7869,FAM136A,0.0
7870,C6orf203,0.0
7871,ARHGEF2,0.0
7872,ULBP2,0.0
7873,GAMT,0.0
7874,CCT3,0.0
7875,CCBL1,0.0
7876,AGPAT1,0.0
7877,EXO5,0.0
7878,ETFDH,0.0
7879,SDE2,0.0
7880,BPHL,0.0
7881,TGFBRAP1,0.0
7882,BAZ1A,0.0
7867,DHX40,0.0
7865,CLPP,0.0
7864,CYB561D2,0.0
7854,MSL1,0.0
7848,UBL4A,0.0
7849,IFIT5,0.0
7850,EIF3CL,0.0
7851,NUP50,0.0
7852,UPRT,0.0
7853,FAM221A,0.0
7855,MIPEP,0.0
7863,PPP2CA,0.0
7856,MPP7,0.0
7857,ATP5G2,0.0
7858,ZMYND11,0.0
7859,STAG3,0.0
7860,PSMB7,0.0
7862,C6orf47,0.0
7883,FAM160B2,0.0
7885,TTC38,0.0
7886,GMEB2,0.0
7917,CXorf21,0.0
7911,TMEM8A,0.0
7912,DOCK11,0.0
7913,AGTPBP1,0.0
7914,FAM13B,0.0
7915,KRAS,0.0
7916,PSENEN,0.0
7919,PARN,0.0
7909,ENGASE,0.0
7920,HIVEP1,0.0
7921,LRRC57,0.0
7922,SSBP3,0.0
7923,RNF138,0.0
7924,OCIAD2,0.0
7925,MAST3,0.0
7910,PTPN9,0.0
7907,MXI1,0.0
7887,BAP1,0.0
7894,NCL,0.0
7888,MTOR,0.0
7889,FGR,0.0
7890,REV3L,0.0
7891,NCAPH2,0.0
7892,AKAP10,0.0
7893,EIF1AD,0.0
7895,SLC10A7,0.0
7906,ANKRD13C,0.0
7898,QRICH1,0.0
7899,ELL2,0.0
7900,GNGT2,0.0
7902,GATS,0.0
7903,C12orf65,0.0
7905,TMEM194B,0.0
7847,SCO1,0.0
7845,BET1,0.0
7927,RNF31,0.0
7843,RALGPS2,0.0
7784,CTD-2207O23.3,0.0
7785,PSMA1,0.0
7787,SRSF8,0.0
7788,SMIM14,0.0
7789,ZNF24,0.0
7790,DNMBP,0.0
7791,RPUSD3,0.0
7792,EMC9,0.0
7793,KIAA1524,0.0
7795,TVP23B,0.0
7796,LRCH4,0.0
7797,DUSP11,0.0
7798,SLC27A5,0.0
7799,SWT1,0.0
7800,ARID4A,0.0
7783,UNC50,0.0
7782,CENPL,0.0
7781,BSCL2,0.0
7766,AFAP1L2,0.0
7760,CCR6,0.0
7761,C9orf89,0.0
7762,SH3BP2,0.0
7763,TOMM70A,0.0
7764,PRPF38A,0.0
7765,GBP7,0.0
7767,IMPAD1,0.0
7780,DNAJB12,0.0
7769,ALKBH4,0.0
7770,ZNF480,0.0
7773,DNAJB1,0.0
7777,ZNF140,0.0
7778,FAM179B,0.0
7779,RAB24,0.0
7801,CD300C,0.0
7802,MCPH1,0.0
7803,MOGS,0.0
7833,ACP5,0.0
7826,TRGV3,0.0
7827,AC008964.1,0.0
7828,DCTD,0.0
7829,C1QTNF6,0.0
7831,PLK4,0.0
7832,PIGN,0.0
7835,APOA1BP,0.0
7824,CD40,0.0
7836,SORD,0.0
7837,ATP6V1G1,0.0
7838,MAMLD1,0.0
7839,MRFAP1,0.0
7841,SNRPD2,0.0
7842,C20orf112,0.0
7825,TAPT1,0.0
7823,KDM3B,0.0
7804,WRN,0.0
7813,POU5F2,0.0
7805,RAPGEF1,0.0
7806,SH3KBP1,0.0
7807,GPR89C,0.0
7808,BEX4,0.0
7810,SZT2,0.0
7811,C7orf60,0.0
7815,DDX56,0.0
7822,DGUOK,0.0
7816,ERCC3,0.0
7817,CPEB2,0.0
7818,PASK,0.0
7819,HM13,0.0
7820,TPX2,0.0
7821,FBXO30,0.0
7926,HDHD2,0.0
7928,CLOCK,0.0
7758,CHTOP,0.0
8009,MICAL2,0.0
8034,SHCBP1,0.0
8035,SEC61A2,0.0
8038,AP5S1,0.0
8040,TTLL4,0.0
8041,PSPH,0.0
8042,GLDC,0.0
8043,C6orf48,0.0
8044,CSGALNACT1,0.0
8045,ATN1,0.0
8046,RDH10,0.0
8047,UTP6,0.0
8048,POLI,0.0
8049,RBM15,0.0
8050,TK1,0.0
8051,DDI2,0.0
8033,AGTRAP,0.0
8030,ZNF354C,0.0
8029,SPRYD3,0.0
8019,KIAA1143,0.0
8012,NCKAP1L,0.0
8013,MAGED1,0.0
8014,RP4-583P15.14,0.0
8016,RAB12,0.0
8017,GABPA,0.0
8018,PHKA2,0.0
8020,ZNF574,0.0
8028,SP140L,0.0
8021,MC1R,0.0
8022,C21orf33,0.0
8023,ZNF7,0.0
8025,PKIA,0.0
8026,CROCC,0.0
8027,GNAI3,0.0
8052,IFT52,0.0
8053,KLHDC4,0.0
8054,IFT57,0.0
8085,HCCS,0.0
8078,SMS,0.0
8080,RSC1A1,0.0
8081,NONO,0.0
8082,ELAC1,0.0
8083,TCAIM,0.0
8084,CUL9,0.0
8086,ANKRD22,0.0
8076,PLTP,0.0
8087,THYN1,0.0
8088,C1orf21,0.0
8089,ACOT1,0.0
8090,UBA3,0.0
8091,SSX2IP,0.0
8092,GTF3C2,0.0
8077,CTD-2583A14.10,0.0
8074,RRM2,0.0
8055,DGKE,0.0
8063,DNAJC4,0.0
8056,CLU,0.0
8058,C11orf30,0.0
8059,SUV39H2,0.0
8060,TOM1,0.0
8061,CR1,0.0
8062,SARDH,0.0
8064,ATE1,0.0
8073,SLC30A6,0.0
8065,ATP6V0E1,0.0
8066,LARS2,0.0
8067,AC104534.3,0.0
8069,RNF169,0.0
8071,SPECC1,0.0
8072,RRAGB,0.0
8011,PTP4A3,0.0
8008,FAM105B,0.0
7929,ABRACL,0.0
8006,FAM127A,0.0
7949,ATF5,0.0
7950,MSANTD4,0.0
7951,PAGR1,0.0
7952,RAVER1,0.0
7953,DDX28,0.0
7954,RTEL1-TNFRSF6B,0.0
7955,ALS2,0.0
7956,POLG,0.0
7957,CWC27,0.0
7958,UXT,0.0
7959,MARS2,0.0
7960,JAKMIP2,0.0
7962,FUT8,0.0
7963,SNX15,0.0
7964,TACO1,0.0
7948,CBLL1,0.0
7947,C4orf33,0.0
7946,LGALS3,0.0
7936,COQ4,0.0
7930,TNIP1,0.0
7931,RABL6,0.0
7932,EIF4ENIF1,0.0
7933,ZNF511,0.0
7934,VPS8,0.0
7935,PCYOX1L,0.0
7937,STAT5A,0.0
7945,SLC46A3,0.0
7938,NRIP3,0.0
7939,ARF5,0.0
7940,EED,0.0
7942,TMEM204,0.0
7943,PKD2,0.0
7944,TRERF1,0.0
7965,ABHD14A,0.0
7966,ACD,0.0
7968,ALKBH2,0.0
7997,CHTF18,0.0
7990,ST6GALNAC3,0.0
7991,ZNF444,0.0
7992,PRIMPOL,0.0
7993,SAR1B,0.0
7994,CHIC1,0.0
7996,CCND3,0.0
7998,PFKFB4,0.0
7988,TRBV5-1,0.0
7999,RNASE6,0.0
8000,OMA1,0.0
8001,C22orf34,0.0
8002,SIVA1,0.0
8004,TSTD2,0.0
8005,ARL5A,0.0
7989,ZCCHC10,0.0
7987,CLIC5,0.0
7969,DRAP1,0.0
7978,FAM199X,0.0
7970,EXOG,0.0
7971,WDPCP,0.0
7972,APBA2,0.0
7973,BCAT2,0.0
7974,BLOC1S5,0.0
7976,CCDC58,0.0
7979,NARF,0.0
7986,DAZAP1,0.0
7980,RHOC,0.0
7981,OARD1,0.0
7982,CCDC85B,0.0
7983,CRELD1,0.0
7984,RSRC2,0.0
7985,SEC13,0.0
7759,PRR14,0.0
7757,ZNF18,0.0
8752,HELLS,0.0
7501,PTPRA,0.0
7524,CCNH,0.0
7525,TMEM192,0.0
7526,LRRC41,0.0
7527,BOLA2,0.0
7528,AKT2,0.0
7529,CREB1,0.0
7530,ZSCAN16,0.0
7532,CC2D1A,0.0
7533,PARP3,0.0
7534,TCEAL8,0.0
7535,HLCS,0.0
7536,RCE1,0.0
7537,NSUN4,0.0
7538,ZMYM3,0.0
7539,ETV6,0.0
7523,HDGF,0.0
7521,MAN2B2,0.0
7520,LMAN1,0.0
7510,ZNF322,0.0
7503,PTGR2,0.0
7504,SIN3A,0.0
7505,C11orf83,0.0
7506,LRRK1,0.0
7508,RASGRP2,0.0
7509,PELI1,0.0
7511,LFNG,0.0
7519,KDM5B,0.0
7512,AFG3L2,0.0
7513,BAZ1B,0.0
7515,MLST8,0.0
7516,POLR1D,0.0
7517,GTPBP10,0.0
7518,SETD7,0.0
7540,CUL7,0.0
7541,PDE12,0.0
7542,DISC1,0.0
7572,RACGAP1,0.0
7565,TRAT1,0.0
7566,NSMCE2,0.0
7568,JHDM1D,0.0
7569,FOXJ2,0.0
7570,CRYL1,0.0
7571,C3AR1,0.0
7573,SORBS3,0.0
7563,SNAPC5,0.0
7574,PPID,0.0
7575,PRKRA,0.0
7576,SPIN4,0.0
7577,GPX7,0.0
7578,CKLF-CMTM1,0.0
7579,SUN1,0.0
7564,ZNF189,0.0
7562,USP49,0.0
7543,ZNF326,0.0
7553,MPZL1,0.0
7544,RP11-849H4.2,0.0
7546,USP42,0.0
7547,NME4,0.0
7548,ARRDC5,0.0
7551,PRDM8,0.0
7552,RAB4B-EGLN2,0.0
7554,AQP9,0.0
7561,TYK2,0.0
7555,PHLDA1,0.0
7556,AFF1,0.0
7557,ZSCAN25,0.0
7558,PSMD14,0.0
7559,TDP1,0.0
7560,ZNF138,0.0
7502,TDP2,0.0
7500,PYGL,0.0
7582,NDUFAF4,0.0
7499,DCXR,0.0
7442,ANLN,0.0
7443,CUL1,0.0
7444,GTF3C1,0.0
7445,TRUB1,0.0
7446,CCT4,0.0
7447,NARS2,0.0
7448,IFT20,0.0
7449,TMEM42,0.0
7450,HECTD3,0.0
7451,UNG,0.0
7453,PPARD,0.0
7454,TC2N,0.0
7455,MSH5,0.0
7456,NDNL2,0.0
7457,WWP1,0.0
7441,OSGEPL1,0.0
7440,SLC4A7,0.0
7439,CPSF2,0.0
7430,GBP3,0.0
7424,KIAA0947,0.0
7425,C1RL,0.0
7426,C16orf72,0.0
7427,IZUMO4,0.0
7428,CROT,0.0
7429,TBC1D23,0.0
7431,CD84,0.0
7438,ANAPC7,0.0
7432,EIF2A,0.0
7433,RHOF,0.0
7434,IPO8,0.0
7435,DCAF6,0.0
7436,BCS1L,0.0
7437,DHX37,0.0
7458,PTPN23,0.0
7459,HSPA1B,0.0
7460,ZC3HC1,0.0
7491,PDK1,0.0
7484,AC040977.1,0.0
7485,YARS,0.0
7486,SYVN1,0.0
7487,COX16,0.0
7488,CDCA7L,0.0
7490,PACS1,0.0
7492,ADPRH,0.0
7482,USP6,0.0
7493,KEAP1,0.0
7494,RBM14-RBM4,0.0
7495,INTS3,0.0
7496,FKSG68,0.0
7497,OTUD6B,0.0
7498,FAM120AOS,0.0
7483,GEMIN2,0.0
7480,THOC6,0.0
7461,PCNXL3,0.0
7468,C9orf156,0.0
7462,DNAJC8,0.0
7463,RPIA,0.0
7464,TRAPPC9,0.0
7465,GDE1,0.0
7466,TMEM219,0.0
7467,M6PR,0.0
7470,KIAA1737,0.0
7479,RINL,0.0
7471,ANKRD13D,0.0
7472,TTLL1,0.0
7474,FERMT3,0.0
7475,HEATR5A,0.0
7477,RBM12B,0.0
7478,DPH3,0.0
7581,MDGA1,0.0
7583,TSHZ2,0.0
7756,RNPC3,0.0
7669,ZDBF2,0.0
7692,HIST1H3A,0.0
7693,KIAA0368,0.0
7694,LMOD3,0.0
7697,SKP1,0.0
7699,ALKBH6,0.0
7700,ZNF763,0.0
7701,STOML2,0.0
7702,IGHG3,0.0
7704,SRA1,0.0
7705,TMEM50A,0.0
7706,VTI1B,0.0
7707,PRKDC,0.0
7708,ZNF701,0.0
7709,PGRMC1,0.0
7710,FAM206A,0.0
7691,CCND1,0.0
7690,ABCC4,0.0
7689,MEX3C,0.0
7679,FAIM,0.0
7671,ZCCHC9,0.0
7672,NNT,0.0
7674,COMMD5,0.0
7675,USP47,0.0
7676,ZNF468,0.0
7677,HPS4,0.0
7680,CLYBL,0.0
7688,RBX1,0.0
7681,MANEA,0.0
7682,LTBR,0.0
7683,SPATA21,0.0
7684,NPAT,0.0
7685,MAP4K2,0.0
7686,USP36,0.0
7711,ZNF558,0.0
7712,IFT172,0.0
7713,COPS4,0.0
7745,HIST2H4A,0.0
7738,IFI16,0.0
7739,CASC3,0.0
7740,COQ9,0.0
7741,TBC1D15,0.0
7742,P4HTM,0.0
7744,JMJD4,0.0
7746,PPA2,0.0
7736,LRRC48,0.0
7748,SLC16A3,0.0
7749,TSHZ1,0.0
7750,GPS1,0.0
7753,BMPR2,0.0
7754,VPS54,0.0
7755,REEP4,0.0
7737,TRMT44,0.0
7733,NBPF3,0.0
7714,BMP2K,0.0
7722,TRAF5,0.0
7716,COL9A2,0.0
7717,PPARGC1B,0.0
7718,ERO1L,0.0
7719,RFX2,0.0
7720,CDCA5,0.0
7721,NETO2,0.0
7723,DBT,0.0
7732,PGM1,0.0
7724,PRKCE,0.0
7725,CECR5,0.0
7727,ZNF710,0.0
7729,ZXDC,0.0
7730,C20orf194,0.0
7731,SULT1B1,0.0
7670,C19orf47,0.0
7668,MAPK1IP1L,0.0
7585,KIAA1841,0.0
7666,TXNL4B,0.0
7606,GLYR1,0.0
7609,SIK3,0.0
7610,NDUFS1,0.0
7611,HAGHL,0.0
7612,TTC39C,0.0
7613,CLP1,0.0
7614,PTPMT1,0.0
7615,CAMK2D,0.0
7616,ANKMY1,0.0
7617,RAB3IP,0.0
7618,SLC35F6,0.0
7619,TSEN54,0.0
7620,CCSAP,0.0
7622,TMEM140,0.0
7623,POMK,0.0
7605,ACYP1,0.0
7604,TCL1A,0.0
7603,PPP4R1L,0.0
7594,PER3,0.0
7587,LRRC14,0.0
7588,HIST1H2BN,0.0
7589,SP140,0.0
7591,TRGV9,0.0
7592,SCRN2,0.0
7593,IFIT1,0.0
7595,EXOSC7,0.0
7602,TMEM33,0.0
7596,ARHGEF9,0.0
7597,METTL16,0.0
7598,PPFIA1,0.0
7599,FASTKD5,0.0
7600,ATP6V1C1,0.0
7601,GLUL,0.0
7624,NCOA3,0.0
7625,C17orf80,0.0
7626,ITPRIP,0.0
7657,SLX4IP,0.0
7650,RNASEH2B,0.0
7651,ZNF148,0.0
7652,FAM185A,0.0
7653,CCDC101,0.0
7655,LHPP,0.0
7656,TMEM107,0.0
7658,BCAS4,0.0
7647,PITPNM2,0.0
7659,RRBP1,0.0
7660,RAB20,0.0
7662,SAP130,0.0
7663,DXO,0.0
7664,DOK3,0.0
7665,SSH1,0.0
7649,AMIGO2,0.0
7646,PHYKPL,0.0
7628,EBNA1BP2,0.0
7637,FAM213A,0.0
7629,POLR2G,0.0
7630,RAB14,0.0
7631,CD99,0.0
7632,GOSR1,0.0
7633,H2AFV,0.0
7634,STX1A,0.0
7638,SYNJ2,0.0
7645,MCM6,0.0
7639,BIK,0.0
7640,ASPH,0.0
7641,MEF2C,0.0
7642,MED27,0.0
7643,ACACA,0.0
7644,TTC5,0.0
8093,ACOT7,0.0
8094,GBA2,0.0
8095,ARHGEF6,0.0
8517,ZBTB17,0.0
8541,NOC4L,0.0
8542,ATP6V1C2,0.0
8543,ZNF182,0.0
8545,ARHGAP5,0.0
8546,PRR4,0.0
8547,POP7,0.0
8548,ACN9,0.0
8549,ATP1B3,0.0
8550,KLC2,0.0
8551,BFAR,0.0
8552,RNF44,0.0
8553,CDCA3,0.0
8554,SLC20A2,0.0
8555,TMEM241,0.0
8556,TIMM8A,0.0
8540,AIFM2,0.0
8539,TBPL1,0.0
8538,FCRL6,0.0
8526,ISCU,0.0
8519,HIRA,0.0
8520,BRE,0.0
8522,C5orf28,0.0
8523,IKZF5,0.0
8524,FAM103A1,0.0
8525,ANKRD42,0.0
8527,ANKRD23,0.0
8537,CC2D1B,0.0
8528,SLC46A1,0.0
8529,ARG2,0.0
8531,FOXN3,0.0
8533,KCTD12,0.0
8535,CYB5R4,0.0
8536,PHF12,0.0
8557,HINT3,0.0
8558,NLRP3,0.0
8559,DNM1L,0.0
8587,SIGLEC7,0.0
8581,POLR1B,0.0
8582,CTBS,0.0
8583,NFKBIL1,0.0
8584,FLYWCH1,0.0
8585,DDX60,0.0
8586,FNIP1,0.0
8588,RRP12,0.0
8579,KATNB1,0.0
8589,FUT11,0.0
8590,DHRS12,0.0
8591,SLC25A37,0.0
8592,NR1H3,0.0
8594,LIME1,0.0
8595,DCPS,0.0
8580,TUSC2,0.0
8578,SHC1,0.0
8560,SAYSD1,0.0
8567,DHX33,0.0
8561,SNRPB2,0.0
8562,MAST2,0.0
8563,ZRANB3,0.0
8564,DNAJC17,0.0
8565,PGM2,0.0
8566,ZSWIM7,0.0
8568,PGAP2,0.0
8577,C9orf41,0.0
8570,ZNF846,0.0
8571,E2F3,0.0
8572,GPN3,0.0
8573,RANBP2,0.0
8574,CTC-432M15.3,0.0
8576,MMP9,0.0
8518,TOMM40L,0.0
8515,AREGB,0.0
8597,PRUNE,0.0
8514,WDR53,0.0
8455,ENTPD5,0.0
8456,NOL8,0.0
8457,SAMD1,0.0
8458,BLNK,0.0
8459,HIBADH,0.0
8462,SMC4,0.0
8464,VEZT,0.0
8465,MSL2,0.0
8466,AIM2,0.0
8467,HIST1H2BK,0.0
8468,ACAD8,0.0
8469,ATL2,0.0
8470,CHD9,0.0
8472,DRG2,0.0
8473,EIF2AK4,0.0
8454,RETSAT,0.0
8453,COASY,0.0
8452,SLC19A1,0.0
8442,NEDD1,0.0
8435,ZNF207,0.0
8437,KIAA0226,0.0
8438,EGR2,0.0
8439,FAM50A,0.0
8440,ETF1,0.0
8441,SENP5,0.0
8444,FKBP4,0.0
8451,GPR132,0.0
8445,INSL3,0.0
8446,AFF4,0.0
8447,PDE4D,0.0
8448,SAAL1,0.0
8449,DCLRE1B,0.0
8450,RMND1,0.0
8474,ARHGEF18,0.0
8475,TEFM,0.0
8476,DDX55,0.0
8504,SCNM1,0.0
8498,COG2,0.0
8499,C17orf70,0.0
8500,FBXO44,0.0
8501,RNF5,0.0
8502,SSBP2,0.0
8503,TMEM55A,0.0
8506,LIMK2,0.0
8496,KIAA1598,0.0
8507,OXNAD1,0.0
8508,PPTC7,0.0
8509,MAP7D3,0.0
8511,ADAT1,0.0
8512,PDAP1,0.0
8513,CCDC144A,0.0
8497,AC137932.1,0.0
8495,OSER1,0.0
8477,HDAC1,0.0
8484,BTBD10,0.0
8478,ZSCAN2,0.0
8479,C17orf61-PLSCR3,0.0
8480,TRIM35,0.0
8481,DIEXF,0.0
8482,NDUFA10,0.0
8483,TGIF1,0.0
8485,TEN1,0.0
8494,CFP,0.0
8487,PHF14,0.0
8488,ARMC6,0.0
8489,LMAN2L,0.0
8490,CEP57,0.0
8491,CDYL2,0.0
8493,ARMC10,0.0
8596,CSE1L,0.0
8598,ETFB,0.0
8096,XPR1,0.0
8676,DDX23,0.0
8698,NAGK,0.0
8699,TUBB6,0.0
8700,DARS2,0.0
8701,BRMS1L,0.0
8702,UBAP2,0.0
8703,PM20D2,0.0
8704,DYNLT3,0.0
8705,HP1BP3,0.0
8706,IFT122,0.0
8707,P4HA1,0.0
8708,MRC1L1,0.0
8709,PIGW,0.0
8710,FAM20A,0.0
8711,TRIM41,0.0
8712,MRC1,0.0
8697,FAM219B,0.0
8696,TTYH3,0.0
8695,GIMAP4,0.0
8685,NSL1,0.0
8679,PHF13,0.0
8680,FCRL3,0.0
8681,TMED7,0.0
8682,MBD4,0.0
8683,MAX,0.0
8684,FASTKD1,0.0
8686,TFEB,0.0
8694,FBRSL1,0.0
8688,ATPIF1,0.0
8689,FN3KRP,0.0
8690,C16orf80,0.0
8691,ABTB1,0.0
8692,TOLLIP,0.0
8693,OXCT1,0.0
8713,TBC1D22A,0.0
8714,PTRHD1,0.0
8715,LHFPL2,0.0
8743,PHC1,0.0
8737,KLHDC7B,0.0
8738,ING2,0.0
8739,PHIP,0.0
8740,GALC,0.0
8741,VNN2,0.0
8742,FAM160B1,0.0
8744,POLDIP2,0.0
8735,PDE6D,0.0
8745,GGCT,0.0
8746,TMCC1,0.0
8747,ZC3H18,0.0
8748,TNFRSF18,0.0
8749,WBSCR22,0.0
8751,AUP1,0.0
8736,TBCB,0.0
8734,ZNF707,0.0
8716,GLCCI1,0.0
8723,PLAC8,0.0
8717,CASP10,0.0
8718,ABCA1,0.0
8719,ZNF160,0.0
8720,C9orf85,0.0
8721,HNRNPA3,0.0
8722,ANKRD28,0.0
8724,CXorf56,0.0
8733,KIF1B,0.0
8725,COX6A1,0.0
8726,P2RX1,0.0
8727,SLC22A18,0.0
8729,LXN,0.0
8731,PDLIM1,0.0
8732,USMG5,0.0
8678,PIGT,0.0
8675,RBM38,0.0
8599,FEM1C,0.0
8674,TM7SF3,0.0
8620,FASLG,0.0
8621,TRMT10C,0.0
8622,ME2,0.0
8623,COMMD3,0.0
8624,CMTM3,0.0
8625,TBC1D3,0.0
8626,FBXO6,0.0
8627,TM9SF3,0.0
8628,RBM14,0.0
8629,ZFYVE19,0.0
8630,TRIO,0.0
8631,TWSG1,0.0
8632,REXO1,0.0
8633,COMMD4,0.0
8634,SETDB2,0.0
8619,THBS1,0.0
8618,CWF19L2,0.0
8616,ZNF641,0.0
8606,FAM98B,0.0
8600,BRF2,0.0
8601,DCTN2,0.0
8602,CENPT,0.0
8603,PITPNC1,0.0
8604,TRAV19,0.0
8605,IPO5,0.0
8607,MAD2L2,0.0
8614,DUS4L,0.0
8608,AC132872.2,0.0
8609,KCNN4,0.0
8610,ZNF14,0.0
8611,ST3GAL5,0.0
8612,HMG20A,0.0
8613,METTL8,0.0
8635,CBR4,0.0
8636,CEP250,0.0
8637,SFMBT2,0.0
